module,level,candidate_kind,function_rva,arithmetic_rva,arithmetic_file_offset,vanilla_word,operation,memory_load_rva,memory_base,memory_origin_heuristic,field_offset,store_rva,store_vanilla_word,fixed_delta_per_call,direct_objects,objects_within_3_calls,known_wrapper_family,source_strings,evidence_confidence,branches_or_calls_in_linear_slice,status,runtime_address_rule,context,static_proposal,constant_value,constant_bits,constant_rva,constant_definition_rvas,constant_definition_words
6,Medical Outpost Omega,integer_unit_read_modify_write,0x00000CFC,0x00000D18,0x00000D8C,0x25290001,addiu,0x00000D14,t0,t0,+0x20,0x00000D24,0xAD090020,1,,ArmorPickup; TitaniumBolt,,,local_straight_line,0,STATIC_CANDIDATE_NOT_APPLIED_NOT_LIVE_VALIDATED,current verified module text base + RVA,"0x00000D0C 0x24E70290 addiu $a3, $a3, 0x290 | 0x00000D10 0x00874021 addu $t0, $a0, $a3 | 0x00000D14 0x8D090020 lw $t1, 0x20($t0) | 0x00000D18 0x25290001 addiu $t1, $t1, 1 | 0x00000D1C 0x000950C0 sll $t2, $t1, 3 | 0x00000D20 0x008A2021 addu $a0, $a0, $t2 | 0x00000D24 0xAD090020 sw $t1, 0x20($t0) | 0x00000D28 0x00872021 addu $a0, $a0, $a3 | 0x00000D2C 0xAC850000 sw $a1, ($a0) | 0x00000D30 0x03E00008 jr $ra | 0x00000D34 0xAC860004 sw $a2, 4($a0)","NO AUTOMATIC SCALING: distinguish frame timer, ammo, iteration, refcount; integer timer requires gate or accumulator",,,,,
6,Medical Outpost Omega,integer_unit_read_modify_write,0x00000D38,0x00000D54,0x00000DC8,0x24A5FFFF,addiu,0x00000D50,a0,a0,+0x20,0x00000D5C,0xAC850020,-1,,ArmorPickup; TitaniumBolt,,,linear_slice_only,1,STATIC_CANDIDATE_NOT_APPLIED_NOT_LIVE_VALIDATED,current verified module text base + RVA,"0x00000D48 0x24A50290 addiu $a1, $a1, 0x290 | 0x00000D4C 0x00852021 addu $a0, $a0, $a1 | 0x00000D50 0x8C850020 lw $a1, 0x20($a0) | 0x00000D54 0x24A5FFFF addiu $a1, $a1, -1 | 0x00000D58 0x03E00008 jr $ra | 0x00000D5C 0xAC850020 sw $a1, 0x20($a0)","NO AUTOMATIC SCALING: distinguish frame timer, ammo, iteration, refcount; integer timer requires gate or accumulator",,,,,
6,Medical Outpost Omega,float_read_modify_write,0x00000FA0,0x00001110,0x00001184,0x460D6300,add.s,0x00001108,s4,a3(entry),+0x40,0x00001118,0xE68C0040,,,,,,linear_slice_only,1,STATIC_CANDIDATE_NOT_APPLIED_NOT_LIVE_VALIDATED,current verified module text base + RVA,"0x00001100 0x460F6300 add.s $f12, $f12, $f15 | 0x00001104 0xE62C0000 swc1 $f12, ($s1) | 0x00001108 0xC68C0040 lwc1 $f12, 0x40($s4) | 0x0000110C 0xC68D0044 lwc1 $f13, 0x44($s4) | 0x00001110 0x460D6300 add.s $f12, $f12, $f13 | 0x00001114 0x1000000F b 0x1154 | 0x00001118 0xE68C0040 swc1 $f12, 0x40($s4) | 0x0000111C 0x8E850048 lw $a1, 0x48($s4) | 0x00001120 0x8E86004C lw $a2, 0x4c($s4) | 0x00001124 0x0C000329 jal 0xca4 | 0x00001128 0x02002025 move $a0, $s0 | 0x0000112C 0x10000009 b 0x1154 | 0x00001130 0x02601025 move $v0, $s3",,,,,,
6,Medical Outpost Omega,float_read_modify_write,0x000013B0,0x000013DC,0x00001450,0x460D6301,sub.s,0x000013D8,a0,a0(entry),+0x0,0x000013E4,0xE48C0000,,,,,,linear_slice_only,1,STATIC_CANDIDATE_NOT_APPLIED_NOT_LIVE_VALIDATED,current verified module text base + RVA,"0x000013D0 0x45000005 bc1f 0x13e8 | 0x000013D4 0x00000000 nop  | 0x000013D8 0xC48C0000 lwc1 $f12, ($a0) | 0x000013DC 0x460D6301 sub.s $f12, $f12, $f13 | 0x000013E0 0x1000000E b 0x141c | 0x000013E4 0xE48C0000 swc1 $f12, ($a0) | 0x000013E8 0xC48C0008 lwc1 $f12, 8($a0) | 0x000013EC 0x1000000B b 0x141c | 0x000013F0 0xE48C0000 swc1 $f12, ($a0) | 0x000013F4 0x460C683C c.lt.s $f13, $f12 | 0x000013F8 0x00000000 nop  | 0x000013FC 0x45000005 bc1f 0x1414",,,,,,
6,Medical Outpost Omega,float_read_modify_write,0x000013B0,0x00001408,0x0000147C,0x460D6300,add.s,0x00001404,a0,a0(entry),+0x0,0x00001410,0xE48C0000,,,,,,linear_slice_only,1,STATIC_CANDIDATE_NOT_APPLIED_NOT_LIVE_VALIDATED,current verified module text base + RVA,"0x000013FC 0x45000005 bc1f 0x1414 | 0x00001400 0x00000000 nop  | 0x00001404 0xC48C0000 lwc1 $f12, ($a0) | 0x00001408 0x460D6300 add.s $f12, $f12, $f13 | 0x0000140C 0x10000003 b 0x141c | 0x00001410 0xE48C0000 swc1 $f12, ($a0) | 0x00001414 0xC48C0008 lwc1 $f12, 8($a0) | 0x00001418 0xE48C0000 swc1 $f12, ($a0) | 0x0000141C 0x03E00008 jr $ra | 0x00001420 0x00000000 nop ",,,,,,
6,Medical Outpost Omega,float_read_modify_write,0x00001424,0x00001490,0x00001504,0x460C7300,add.s,0x00001488,a0,a0(entry),+0x0,0x00001498,0xE48C0000,,,,,,linear_slice_only,1,STATIC_CANDIDATE_NOT_APPLIED_NOT_LIVE_VALIDATED,current verified module text base + RVA,"0x00001480 0x00000000 nop  | 0x00001484 0xC48D0004 lwc1 $f13, 4($a0) | 0x00001488 0xC48E0000 lwc1 $f14, ($a0) | 0x0000148C 0x460D6302 mul.s $f12, $f12, $f13 | 0x00001490 0x460C7300 add.s $f12, $f14, $f12 | 0x00001494 0x10000001 b 0x149c | 0x00001498 0xE48C0000 swc1 $f12, ($a0) | 0x0000149C 0x8FBF0010 lw $ra, 0x10($sp) | 0x000014A0 0x03E00008 jr $ra | 0x000014A4 0x27BD0020 addiu $sp, $sp, 0x20",,,,,,
6,Medical Outpost Omega,float_read_modify_write,0x000014A8,0x000014E8,0x0000155C,0x460C7300,add.s,0x000014E0,a0,a0(entry),+0x0,0x000014F0,0xE48C0000,,,,,,linear_slice_only,1,STATIC_CANDIDATE_NOT_APPLIED_NOT_LIVE_VALIDATED,current verified module text base + RVA,"0x000014D8 0x00000000 nop  | 0x000014DC 0xC48D0004 lwc1 $f13, 4($a0) | 0x000014E0 0xC48E0000 lwc1 $f14, ($a0) | 0x000014E4 0x460D6302 mul.s $f12, $f12, $f13 | 0x000014E8 0x460C7300 add.s $f12, $f14, $f12 | 0x000014EC 0x10000001 b 0x14f4 | 0x000014F0 0xE48C0000 swc1 $f12, ($a0) | 0x000014F4 0x8FBF0010 lw $ra, 0x10($sp) | 0x000014F8 0x03E00008 jr $ra | 0x000014FC 0x27BD0020 addiu $sp, $sp, 0x20",,,,,,
6,Medical Outpost Omega,float_read_modify_write,0x000024E0,0x000024F4,0x00002568,0x460C6B00,add.s,0x000024EC,a1,a1,+0x1a4,0x000024FC,0xE4AC01A4,,,,,,local_straight_line,0,STATIC_CANDIDATE_NOT_APPLIED_NOT_LIVE_VALIDATED,current verified module text base + RVA,"0x000024E4 0xC48C0000 lwc1 $f12, ($a0) | 0x000024E8 0x24A50308 addiu $a1, $a1, 0x308 | 0x000024EC 0xC4AD01A4 lwc1 $f13, 0x1a4($a1) | 0x000024F0 0xC4AE01A8 lwc1 $f14, 0x1a8($a1) | 0x000024F4 0x460C6B00 add.s $f12, $f13, $f12 | 0x000024F8 0xC4AF01AC lwc1 $f15, 0x1ac($a1) | 0x000024FC 0xE4AC01A4 swc1 $f12, 0x1a4($a1) | 0x00002500 0xC48C0004 lwc1 $f12, 4($a0) | 0x00002504 0x460C7300 add.s $f12, $f14, $f12 | 0x00002508 0xE4AC01A8 swc1 $f12, 0x1a8($a1) | 0x0000250C 0xC48C0008 lwc1 $f12, 8($a0) | 0x00002510 0x460C7B00 add.s $f12, $f15, $f12 | 0x00002514 0x03E00008 jr $ra",,,,,,
6,Medical Outpost Omega,float_read_modify_write,0x000024E0,0x00002504,0x00002578,0x460C7300,add.s,0x000024F0,a1,a1,+0x1a8,0x00002508,0xE4AC01A8,,,,,,local_straight_line,0,STATIC_CANDIDATE_NOT_APPLIED_NOT_LIVE_VALIDATED,current verified module text base + RVA,"0x000024E8 0x24A50308 addiu $a1, $a1, 0x308 | 0x000024EC 0xC4AD01A4 lwc1 $f13, 0x1a4($a1) | 0x000024F0 0xC4AE01A8 lwc1 $f14, 0x1a8($a1) | 0x000024F4 0x460C6B00 add.s $f12, $f13, $f12 | 0x000024F8 0xC4AF01AC lwc1 $f15, 0x1ac($a1) | 0x000024FC 0xE4AC01A4 swc1 $f12, 0x1a4($a1) | 0x00002500 0xC48C0004 lwc1 $f12, 4($a0) | 0x00002504 0x460C7300 add.s $f12, $f14, $f12 | 0x00002508 0xE4AC01A8 swc1 $f12, 0x1a8($a1) | 0x0000250C 0xC48C0008 lwc1 $f12, 8($a0) | 0x00002510 0x460C7B00 add.s $f12, $f15, $f12 | 0x00002514 0x03E00008 jr $ra | 0x00002518 0xE4AC01AC swc1 $f12, 0x1ac($a1)",,,,,,
6,Medical Outpost Omega,float_read_modify_write,0x000024E0,0x00002510,0x00002584,0x460C7B00,add.s,0x000024F8,a1,a1,+0x1ac,0x00002518,0xE4AC01AC,,,,,,linear_slice_only,1,STATIC_CANDIDATE_NOT_APPLIED_NOT_LIVE_VALIDATED,current verified module text base + RVA,"0x000024F0 0xC4AE01A8 lwc1 $f14, 0x1a8($a1) | 0x000024F4 0x460C6B00 add.s $f12, $f13, $f12 | 0x000024F8 0xC4AF01AC lwc1 $f15, 0x1ac($a1) | 0x000024FC 0xE4AC01A4 swc1 $f12, 0x1a4($a1) | 0x00002500 0xC48C0004 lwc1 $f12, 4($a0) | 0x00002504 0x460C7300 add.s $f12, $f14, $f12 | 0x00002508 0xE4AC01A8 swc1 $f12, 0x1a8($a1) | 0x0000250C 0xC48C0008 lwc1 $f12, 8($a0) | 0x00002510 0x460C7B00 add.s $f12, $f15, $f12 | 0x00002514 0x03E00008 jr $ra | 0x00002518 0xE4AC01AC swc1 $f12, 0x1ac($a1)",,,,,,
