module,level,candidate_kind,function_rva,arithmetic_rva,arithmetic_file_offset,vanilla_word,operation,memory_load_rva,memory_base,memory_origin_heuristic,field_offset,store_rva,store_vanilla_word,fixed_delta_per_call,direct_objects,objects_within_3_calls,known_wrapper_family,source_strings,evidence_confidence,branches_or_calls_in_linear_slice,status,runtime_address_rule,context,constant_value,constant_bits,constant_rva,constant_definition_rvas,constant_definition_words,static_proposal
21,Giant Clank — niveau 7,float_read_modify_write,0x00000A94,0x00000C04,0x00000C78,0x460D6300,add.s,0x00000BFC,s4,a3(entry),+0x40,0x00000C0C,0xE68C0040,,,,,,linear_slice_only,1,STATIC_CANDIDATE_NOT_APPLIED_NOT_LIVE_VALIDATED,current verified module text base + RVA,"0x00000BF4 0x460F6300 add.s $f12, $f12, $f15 | 0x00000BF8 0xE62C0000 swc1 $f12, ($s1) | 0x00000BFC 0xC68C0040 lwc1 $f12, 0x40($s4) | 0x00000C00 0xC68D0044 lwc1 $f13, 0x44($s4) | 0x00000C04 0x460D6300 add.s $f12, $f12, $f13 | 0x00000C08 0x1000000F b 0xc48 | 0x00000C0C 0xE68C0040 swc1 $f12, 0x40($s4) | 0x00000C10 0x8E850048 lw $a1, 0x48($s4) | 0x00000C14 0x8E86004C lw $a2, 0x4c($s4) | 0x00000C18 0x0C0001DD jal 0x774 | 0x00000C1C 0x02002025 move $a0, $s0 | 0x00000C20 0x10000009 b 0xc48 | 0x00000C24 0x02601025 move $v0, $s3",,,,,,
21,Giant Clank — niveau 7,float_read_modify_write,0x00000EA4,0x00000ED0,0x00000F44,0x460D6301,sub.s,0x00000ECC,a0,a0(entry),+0x0,0x00000ED8,0xE48C0000,,,,,,linear_slice_only,1,STATIC_CANDIDATE_NOT_APPLIED_NOT_LIVE_VALIDATED,current verified module text base + RVA,"0x00000EC4 0x45000005 bc1f 0xedc | 0x00000EC8 0x00000000 nop  | 0x00000ECC 0xC48C0000 lwc1 $f12, ($a0) | 0x00000ED0 0x460D6301 sub.s $f12, $f12, $f13 | 0x00000ED4 0x1000000E b 0xf10 | 0x00000ED8 0xE48C0000 swc1 $f12, ($a0) | 0x00000EDC 0xC48C0008 lwc1 $f12, 8($a0) | 0x00000EE0 0x1000000B b 0xf10 | 0x00000EE4 0xE48C0000 swc1 $f12, ($a0) | 0x00000EE8 0x460C683C c.lt.s $f13, $f12 | 0x00000EEC 0x00000000 nop  | 0x00000EF0 0x45000005 bc1f 0xf08",,,,,,
21,Giant Clank — niveau 7,float_read_modify_write,0x00000EA4,0x00000EFC,0x00000F70,0x460D6300,add.s,0x00000EF8,a0,a0(entry),+0x0,0x00000F04,0xE48C0000,,,,,,linear_slice_only,1,STATIC_CANDIDATE_NOT_APPLIED_NOT_LIVE_VALIDATED,current verified module text base + RVA,"0x00000EF0 0x45000005 bc1f 0xf08 | 0x00000EF4 0x00000000 nop  | 0x00000EF8 0xC48C0000 lwc1 $f12, ($a0) | 0x00000EFC 0x460D6300 add.s $f12, $f12, $f13 | 0x00000F00 0x10000003 b 0xf10 | 0x00000F04 0xE48C0000 swc1 $f12, ($a0) | 0x00000F08 0xC48C0008 lwc1 $f12, 8($a0) | 0x00000F0C 0xE48C0000 swc1 $f12, ($a0) | 0x00000F10 0x03E00008 jr $ra | 0x00000F14 0x00000000 nop ",,,,,,
21,Giant Clank — niveau 7,float_read_modify_write,0x00000F18,0x00000F84,0x00000FF8,0x460C7300,add.s,0x00000F7C,a0,a0(entry),+0x0,0x00000F8C,0xE48C0000,,,,,,linear_slice_only,1,STATIC_CANDIDATE_NOT_APPLIED_NOT_LIVE_VALIDATED,current verified module text base + RVA,"0x00000F74 0x00000000 nop  | 0x00000F78 0xC48D0004 lwc1 $f13, 4($a0) | 0x00000F7C 0xC48E0000 lwc1 $f14, ($a0) | 0x00000F80 0x460D6302 mul.s $f12, $f12, $f13 | 0x00000F84 0x460C7300 add.s $f12, $f14, $f12 | 0x00000F88 0x10000001 b 0xf90 | 0x00000F8C 0xE48C0000 swc1 $f12, ($a0) | 0x00000F90 0x8FBF0010 lw $ra, 0x10($sp) | 0x00000F94 0x03E00008 jr $ra | 0x00000F98 0x27BD0020 addiu $sp, $sp, 0x20",,,,,,
21,Giant Clank — niveau 7,float_read_modify_write,0x00000F9C,0x00000FDC,0x00001050,0x460C7300,add.s,0x00000FD4,a0,a0(entry),+0x0,0x00000FE4,0xE48C0000,,,,,,linear_slice_only,1,STATIC_CANDIDATE_NOT_APPLIED_NOT_LIVE_VALIDATED,current verified module text base + RVA,"0x00000FCC 0x00000000 nop  | 0x00000FD0 0xC48D0004 lwc1 $f13, 4($a0) | 0x00000FD4 0xC48E0000 lwc1 $f14, ($a0) | 0x00000FD8 0x460D6302 mul.s $f12, $f12, $f13 | 0x00000FDC 0x460C7300 add.s $f12, $f14, $f12 | 0x00000FE0 0x10000001 b 0xfe8 | 0x00000FE4 0xE48C0000 swc1 $f12, ($a0) | 0x00000FE8 0x8FBF0010 lw $ra, 0x10($sp) | 0x00000FEC 0x03E00008 jr $ra | 0x00000FF0 0x27BD0020 addiu $sp, $sp, 0x20",,,,,,
21,Giant Clank — niveau 7,float_read_modify_write,0x00001FD4,0x00001FE8,0x0000205C,0x460C6B00,add.s,0x00001FE0,a1,a1,+0x1a4,0x00001FF0,0xE4AC01A4,,,,,,local_straight_line,0,STATIC_CANDIDATE_NOT_APPLIED_NOT_LIVE_VALIDATED,current verified module text base + RVA,"0x00001FD8 0xC48C0000 lwc1 $f12, ($a0) | 0x00001FDC 0x24A50448 addiu $a1, $a1, 0x448 | 0x00001FE0 0xC4AD01A4 lwc1 $f13, 0x1a4($a1) | 0x00001FE4 0xC4AE01A8 lwc1 $f14, 0x1a8($a1) | 0x00001FE8 0x460C6B00 add.s $f12, $f13, $f12 | 0x00001FEC 0xC4AF01AC lwc1 $f15, 0x1ac($a1) | 0x00001FF0 0xE4AC01A4 swc1 $f12, 0x1a4($a1) | 0x00001FF4 0xC48C0004 lwc1 $f12, 4($a0) | 0x00001FF8 0x460C7300 add.s $f12, $f14, $f12 | 0x00001FFC 0xE4AC01A8 swc1 $f12, 0x1a8($a1) | 0x00002000 0xC48C0008 lwc1 $f12, 8($a0) | 0x00002004 0x460C7B00 add.s $f12, $f15, $f12 | 0x00002008 0x03E00008 jr $ra",,,,,,
21,Giant Clank — niveau 7,float_read_modify_write,0x00001FD4,0x00001FF8,0x0000206C,0x460C7300,add.s,0x00001FE4,a1,a1,+0x1a8,0x00001FFC,0xE4AC01A8,,,,,,local_straight_line,0,STATIC_CANDIDATE_NOT_APPLIED_NOT_LIVE_VALIDATED,current verified module text base + RVA,"0x00001FDC 0x24A50448 addiu $a1, $a1, 0x448 | 0x00001FE0 0xC4AD01A4 lwc1 $f13, 0x1a4($a1) | 0x00001FE4 0xC4AE01A8 lwc1 $f14, 0x1a8($a1) | 0x00001FE8 0x460C6B00 add.s $f12, $f13, $f12 | 0x00001FEC 0xC4AF01AC lwc1 $f15, 0x1ac($a1) | 0x00001FF0 0xE4AC01A4 swc1 $f12, 0x1a4($a1) | 0x00001FF4 0xC48C0004 lwc1 $f12, 4($a0) | 0x00001FF8 0x460C7300 add.s $f12, $f14, $f12 | 0x00001FFC 0xE4AC01A8 swc1 $f12, 0x1a8($a1) | 0x00002000 0xC48C0008 lwc1 $f12, 8($a0) | 0x00002004 0x460C7B00 add.s $f12, $f15, $f12 | 0x00002008 0x03E00008 jr $ra | 0x0000200C 0xE4AC01AC swc1 $f12, 0x1ac($a1)",,,,,,
21,Giant Clank — niveau 7,float_read_modify_write,0x00001FD4,0x00002004,0x00002078,0x460C7B00,add.s,0x00001FEC,a1,a1,+0x1ac,0x0000200C,0xE4AC01AC,,,,,,linear_slice_only,1,STATIC_CANDIDATE_NOT_APPLIED_NOT_LIVE_VALIDATED,current verified module text base + RVA,"0x00001FE4 0xC4AE01A8 lwc1 $f14, 0x1a8($a1) | 0x00001FE8 0x460C6B00 add.s $f12, $f13, $f12 | 0x00001FEC 0xC4AF01AC lwc1 $f15, 0x1ac($a1) | 0x00001FF0 0xE4AC01A4 swc1 $f12, 0x1a4($a1) | 0x00001FF4 0xC48C0004 lwc1 $f12, 4($a0) | 0x00001FF8 0x460C7300 add.s $f12, $f14, $f12 | 0x00001FFC 0xE4AC01A8 swc1 $f12, 0x1a8($a1) | 0x00002000 0xC48C0008 lwc1 $f12, 8($a0) | 0x00002004 0x460C7B00 add.s $f12, $f15, $f12 | 0x00002008 0x03E00008 jr $ra | 0x0000200C 0xE4AC01AC swc1 $f12, 0x1ac($a1)",,,,,,
21,Giant Clank — niveau 7,float_read_modify_write,0x000029A4,0x000029D4,0x00002A48,0x460C8400,add.s,0x000029C0,s0,s0,+0x190,0x000029E4,0xE6100190,,,,,,local_straight_line,0,STATIC_CANDIDATE_NOT_APPLIED_NOT_LIVE_VALIDATED,current verified module text base + RVA,"0x000029B8 0x8E050170 lw $a1, 0x170($s0) | 0x000029BC 0x8E060174 lw $a2, 0x174($s0) | 0x000029C0 0xC6100190 lwc1 $f16, 0x190($s0) | 0x000029C4 0xAE040198 sw $a0, 0x198($s0) | 0x000029C8 0xC60C0194 lwc1 $f12, 0x194($s0) | 0x000029CC 0xAE05019C sw $a1, 0x19c($s0) | 0x000029D0 0xAE0601A0 sw $a2, 0x1a0($s0) | 0x000029D4 0x460C8400 add.s $f16, $f16, $f12 | 0x000029D8 0xAFA40010 sw $a0, 0x10($sp) | 0x000029DC 0xAFA50014 sw $a1, 0x14($sp) | 0x000029E0 0xAFA60018 sw $a2, 0x18($sp) | 0x000029E4 0xE6100190 swc1 $f16, 0x190($s0) | 0x000029E8 0x3C043F80 lui $a0, 0x3f80 | 0x000029EC 0xC7AE0010 lwc1 $f14, 0x10($sp) | 0x000029F0 0x44847800 mtc1 $a0, $f15 | 0x000029F4 0xC7AD0014 lwc1 $f13, 0x14($sp)",,,,,,
21,Giant Clank — niveau 7,float_read_modify_write,0x00002DD4,0x00002ED0,0x00002F44,0x46101400,add.s,0x00002E90,s1,a0(entry),+0x0,0x00002EDC,0xE6300000,,,,,,local_straight_line,0,STATIC_CANDIDATE_NOT_APPLIED_NOT_LIVE_VALIDATED,current verified module text base + RVA,"0x00002E88 0xC6400004 lwc1 $f0, 4($s2) | 0x00002E8C 0x460F03C0 add.s $f15, $f0, $f15 | 0x00002E90 0xC6220000 lwc1 $f2, ($s1) | 0x00002E94 0xE62F0004 swc1 $f15, 4($s1) | 0x00002E98 0xC48F0068 lwc1 $f15, 0x68($a0) | 0x00002E9C 0x46017BC2 mul.s $f15, $f15, $f1 | 0x00002EA0 0xC6510008 lwc1 $f17, 8($s2) | 0x00002EA4 0x460F8BC0 add.s $f15, $f17, $f15 | 0x00002EA8 0xC6320004 lwc1 $f18, 4($s1) | 0x00002EAC 0x46107402 mul.s $f16, $f14, $f16 | 0x00002EB0 0x460C7302 mul.s $f12, $f14, $f12 | 0x00002EB4 0xE62F0008 swc1 $f15, 8($s1) | 0x00002EB8 0x460D7342 mul.s $f13, $f14, $f13 | 0x00002EBC 0xC48F0284 lwc1 $f15, 0x284($a0) | 0x00002EC0 0x460F8402 mul.s $f16, $f16, $f15 | 0x00002EC4 0x460F6302 mul.s $f12, $f12, $f15 | 0x00002EC8 0x460F6B42 mul.s $f13, $f13, $f15 | 0x00002ECC 0xC62E0008 lwc1 $f14, 8($s1) | 0x00002ED0 0x46101400 add.s $f16, $f2, $f16 | 0x00002ED4 0x460C9300 add.s $f12, $f18, $f12 | 0x00002ED8 0x460D7340 add.s $f13, $f14, $f13 | 0x00002EDC 0xE6300000 swc1 $f16, ($s1) | 0x00002EE0 0xE62C0004 swc1 $f12, 4($s1) | 0x00002EE4 0xE62D0008 swc1 $f13, 8($s1) | 0x00002EE8 0x8FB0001C lw $s0, 0x1c($sp) | 0x00002EEC 0x8FB10020 lw $s1, 0x20($sp) | 0x00002EF0 0x8FB20024 lw $s2, 0x24($sp)",,,,,,
