module,level,candidate_kind,function_rva,arithmetic_rva,arithmetic_file_offset,vanilla_word,operation,memory_load_rva,memory_base,memory_origin_heuristic,field_offset,store_rva,store_vanilla_word,fixed_delta_per_call,direct_objects,objects_within_3_calls,known_wrapper_family,source_strings,evidence_confidence,branches_or_calls_in_linear_slice,status,runtime_address_rule,context,static_proposal,constant_value,constant_bits,constant_rva,constant_definition_rvas,constant_definition_words
10,Quodrona,integer_unit_read_modify_write,0x00000A6C,0x00000A88,0x00000AFC,0x25290001,addiu,0x00000A84,t0,t0,+0x20,0x00000A94,0xAD090020,1,,TitaniumBolt,,,local_straight_line,0,STATIC_CANDIDATE_NOT_APPLIED_NOT_LIVE_VALIDATED,current verified module text base + RVA,"0x00000A7C 0x24E70490 addiu $a3, $a3, 0x490 | 0x00000A80 0x00874021 addu $t0, $a0, $a3 | 0x00000A84 0x8D090020 lw $t1, 0x20($t0) | 0x00000A88 0x25290001 addiu $t1, $t1, 1 | 0x00000A8C 0x000950C0 sll $t2, $t1, 3 | 0x00000A90 0x008A2021 addu $a0, $a0, $t2 | 0x00000A94 0xAD090020 sw $t1, 0x20($t0) | 0x00000A98 0x00872021 addu $a0, $a0, $a3 | 0x00000A9C 0xAC850000 sw $a1, ($a0) | 0x00000AA0 0x03E00008 jr $ra | 0x00000AA4 0xAC860004 sw $a2, 4($a0)","NO AUTOMATIC SCALING: distinguish frame timer, ammo, iteration, refcount; integer timer requires gate or accumulator",,,,,
10,Quodrona,integer_unit_read_modify_write,0x00000AA8,0x00000AC4,0x00000B38,0x24A5FFFF,addiu,0x00000AC0,a0,a0,+0x20,0x00000ACC,0xAC850020,-1,,TitaniumBolt,,,linear_slice_only,1,STATIC_CANDIDATE_NOT_APPLIED_NOT_LIVE_VALIDATED,current verified module text base + RVA,"0x00000AB8 0x24A50490 addiu $a1, $a1, 0x490 | 0x00000ABC 0x00852021 addu $a0, $a0, $a1 | 0x00000AC0 0x8C850020 lw $a1, 0x20($a0) | 0x00000AC4 0x24A5FFFF addiu $a1, $a1, -1 | 0x00000AC8 0x03E00008 jr $ra | 0x00000ACC 0xAC850020 sw $a1, 0x20($a0)","NO AUTOMATIC SCALING: distinguish frame timer, ammo, iteration, refcount; integer timer requires gate or accumulator",,,,,
10,Quodrona,float_read_modify_write,0x00000D28,0x00000E98,0x00000F0C,0x460D6300,add.s,0x00000E90,s4,a3(entry),+0x40,0x00000EA0,0xE68C0040,,,,,,linear_slice_only,1,STATIC_CANDIDATE_NOT_APPLIED_NOT_LIVE_VALIDATED,current verified module text base + RVA,"0x00000E88 0x460F6300 add.s $f12, $f12, $f15 | 0x00000E8C 0xE62C0000 swc1 $f12, ($s1) | 0x00000E90 0xC68C0040 lwc1 $f12, 0x40($s4) | 0x00000E94 0xC68D0044 lwc1 $f13, 0x44($s4) | 0x00000E98 0x460D6300 add.s $f12, $f12, $f13 | 0x00000E9C 0x1000000F b 0xedc | 0x00000EA0 0xE68C0040 swc1 $f12, 0x40($s4) | 0x00000EA4 0x8E850048 lw $a1, 0x48($s4) | 0x00000EA8 0x8E86004C lw $a2, 0x4c($s4) | 0x00000EAC 0x0C000285 jal 0xa14 | 0x00000EB0 0x02002025 move $a0, $s0 | 0x00000EB4 0x10000009 b 0xedc | 0x00000EB8 0x02601025 move $v0, $s3",,,,,,
10,Quodrona,float_read_modify_write,0x00001138,0x00001164,0x000011D8,0x460D6301,sub.s,0x00001160,a0,a0(entry),+0x0,0x0000116C,0xE48C0000,,,,,,linear_slice_only,1,STATIC_CANDIDATE_NOT_APPLIED_NOT_LIVE_VALIDATED,current verified module text base + RVA,"0x00001158 0x45000005 bc1f 0x1170 | 0x0000115C 0x00000000 nop  | 0x00001160 0xC48C0000 lwc1 $f12, ($a0) | 0x00001164 0x460D6301 sub.s $f12, $f12, $f13 | 0x00001168 0x1000000E b 0x11a4 | 0x0000116C 0xE48C0000 swc1 $f12, ($a0) | 0x00001170 0xC48C0008 lwc1 $f12, 8($a0) | 0x00001174 0x1000000B b 0x11a4 | 0x00001178 0xE48C0000 swc1 $f12, ($a0) | 0x0000117C 0x460C683C c.lt.s $f13, $f12 | 0x00001180 0x00000000 nop  | 0x00001184 0x45000005 bc1f 0x119c",,,,,,
10,Quodrona,float_read_modify_write,0x00001138,0x00001190,0x00001204,0x460D6300,add.s,0x0000118C,a0,a0(entry),+0x0,0x00001198,0xE48C0000,,,,,,linear_slice_only,1,STATIC_CANDIDATE_NOT_APPLIED_NOT_LIVE_VALIDATED,current verified module text base + RVA,"0x00001184 0x45000005 bc1f 0x119c | 0x00001188 0x00000000 nop  | 0x0000118C 0xC48C0000 lwc1 $f12, ($a0) | 0x00001190 0x460D6300 add.s $f12, $f12, $f13 | 0x00001194 0x10000003 b 0x11a4 | 0x00001198 0xE48C0000 swc1 $f12, ($a0) | 0x0000119C 0xC48C0008 lwc1 $f12, 8($a0) | 0x000011A0 0xE48C0000 swc1 $f12, ($a0) | 0x000011A4 0x03E00008 jr $ra | 0x000011A8 0x00000000 nop ",,,,,,
10,Quodrona,float_read_modify_write,0x000011AC,0x00001218,0x0000128C,0x460C7300,add.s,0x00001210,a0,a0(entry),+0x0,0x00001220,0xE48C0000,,,,,,linear_slice_only,1,STATIC_CANDIDATE_NOT_APPLIED_NOT_LIVE_VALIDATED,current verified module text base + RVA,"0x00001208 0x00000000 nop  | 0x0000120C 0xC48D0004 lwc1 $f13, 4($a0) | 0x00001210 0xC48E0000 lwc1 $f14, ($a0) | 0x00001214 0x460D6302 mul.s $f12, $f12, $f13 | 0x00001218 0x460C7300 add.s $f12, $f14, $f12 | 0x0000121C 0x10000001 b 0x1224 | 0x00001220 0xE48C0000 swc1 $f12, ($a0) | 0x00001224 0x8FBF0010 lw $ra, 0x10($sp) | 0x00001228 0x03E00008 jr $ra | 0x0000122C 0x27BD0020 addiu $sp, $sp, 0x20",,,,,,
10,Quodrona,float_read_modify_write,0x00001230,0x00001270,0x000012E4,0x460C7300,add.s,0x00001268,a0,a0(entry),+0x0,0x00001278,0xE48C0000,,,,,,linear_slice_only,1,STATIC_CANDIDATE_NOT_APPLIED_NOT_LIVE_VALIDATED,current verified module text base + RVA,"0x00001260 0x00000000 nop  | 0x00001264 0xC48D0004 lwc1 $f13, 4($a0) | 0x00001268 0xC48E0000 lwc1 $f14, ($a0) | 0x0000126C 0x460D6302 mul.s $f12, $f12, $f13 | 0x00001270 0x460C7300 add.s $f12, $f14, $f12 | 0x00001274 0x10000001 b 0x127c | 0x00001278 0xE48C0000 swc1 $f12, ($a0) | 0x0000127C 0x8FBF0010 lw $ra, 0x10($sp) | 0x00001280 0x03E00008 jr $ra | 0x00001284 0x27BD0020 addiu $sp, $sp, 0x20",,,,,,
10,Quodrona,float_read_modify_write,0x00002268,0x0000227C,0x000022F0,0x460C6B00,add.s,0x00002274,a1,a1,+0x1a4,0x00002284,0xE4AC01A4,,,,,,local_straight_line,0,STATIC_CANDIDATE_NOT_APPLIED_NOT_LIVE_VALIDATED,current verified module text base + RVA,"0x0000226C 0xC48C0000 lwc1 $f12, ($a0) | 0x00002270 0x24A50508 addiu $a1, $a1, 0x508 | 0x00002274 0xC4AD01A4 lwc1 $f13, 0x1a4($a1) | 0x00002278 0xC4AE01A8 lwc1 $f14, 0x1a8($a1) | 0x0000227C 0x460C6B00 add.s $f12, $f13, $f12 | 0x00002280 0xC4AF01AC lwc1 $f15, 0x1ac($a1) | 0x00002284 0xE4AC01A4 swc1 $f12, 0x1a4($a1) | 0x00002288 0xC48C0004 lwc1 $f12, 4($a0) | 0x0000228C 0x460C7300 add.s $f12, $f14, $f12 | 0x00002290 0xE4AC01A8 swc1 $f12, 0x1a8($a1) | 0x00002294 0xC48C0008 lwc1 $f12, 8($a0) | 0x00002298 0x460C7B00 add.s $f12, $f15, $f12 | 0x0000229C 0x03E00008 jr $ra",,,,,,
10,Quodrona,float_read_modify_write,0x00002268,0x0000228C,0x00002300,0x460C7300,add.s,0x00002278,a1,a1,+0x1a8,0x00002290,0xE4AC01A8,,,,,,local_straight_line,0,STATIC_CANDIDATE_NOT_APPLIED_NOT_LIVE_VALIDATED,current verified module text base + RVA,"0x00002270 0x24A50508 addiu $a1, $a1, 0x508 | 0x00002274 0xC4AD01A4 lwc1 $f13, 0x1a4($a1) | 0x00002278 0xC4AE01A8 lwc1 $f14, 0x1a8($a1) | 0x0000227C 0x460C6B00 add.s $f12, $f13, $f12 | 0x00002280 0xC4AF01AC lwc1 $f15, 0x1ac($a1) | 0x00002284 0xE4AC01A4 swc1 $f12, 0x1a4($a1) | 0x00002288 0xC48C0004 lwc1 $f12, 4($a0) | 0x0000228C 0x460C7300 add.s $f12, $f14, $f12 | 0x00002290 0xE4AC01A8 swc1 $f12, 0x1a8($a1) | 0x00002294 0xC48C0008 lwc1 $f12, 8($a0) | 0x00002298 0x460C7B00 add.s $f12, $f15, $f12 | 0x0000229C 0x03E00008 jr $ra | 0x000022A0 0xE4AC01AC swc1 $f12, 0x1ac($a1)",,,,,,
10,Quodrona,float_read_modify_write,0x00002268,0x00002298,0x0000230C,0x460C7B00,add.s,0x00002280,a1,a1,+0x1ac,0x000022A0,0xE4AC01AC,,,,,,linear_slice_only,1,STATIC_CANDIDATE_NOT_APPLIED_NOT_LIVE_VALIDATED,current verified module text base + RVA,"0x00002278 0xC4AE01A8 lwc1 $f14, 0x1a8($a1) | 0x0000227C 0x460C6B00 add.s $f12, $f13, $f12 | 0x00002280 0xC4AF01AC lwc1 $f15, 0x1ac($a1) | 0x00002284 0xE4AC01A4 swc1 $f12, 0x1a4($a1) | 0x00002288 0xC48C0004 lwc1 $f12, 4($a0) | 0x0000228C 0x460C7300 add.s $f12, $f14, $f12 | 0x00002290 0xE4AC01A8 swc1 $f12, 0x1a8($a1) | 0x00002294 0xC48C0008 lwc1 $f12, 8($a0) | 0x00002298 0x460C7B00 add.s $f12, $f15, $f12 | 0x0000229C 0x03E00008 jr $ra | 0x000022A0 0xE4AC01AC swc1 $f12, 0x1ac($a1)",,,,,,
